"Response ID","Date submitted","Last page","Start language","Date started","Date last action","IP address","Dieses Survey dient dazu die NLQ-Fragebögen zu digitalisieren. Bei Fragen wenden Sie sich bitte an ihren Auftraggeber! Möge die Arbeit schnell und entspannend von der Hand gehen!","Links unten befindet sich ein Schul-code (z.B. GSWF100). Trage diesen hier ein:","Auf dem Fragebogen ist unten links eine Zahl mit Kugelschreiber hinzugefügt worden (z.B. 1). Trage diese hier ein:","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! [ich möchte mehr über Informatik und Technik lernen.]","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! [Ich möchte später einen Beruf haben, der wenig mit Computern und Technik zu tun hat.]","Hier die Antwort zu Geschlecht übertragen."
"346","2019-06-24 17:10:06","1","en","2019-06-24 17:08:56","2019-06-24 17:10:06","93.216.28.105","","GSWF120","b12","Das ist eine Frage an die Schuhlen: Kann mann das Tehma Minecraft einbringen","Ein Fach Programieren Were toll","","","","","","","","","","","","","","1","1","2","1","4","Junge"
"347","2019-06-24 17:11:41","1","en","2019-06-24 17:10:07","2019-06-24 17:11:41","93.216.28.105","","GSWF120","b13","Wie funsjonirt ein handi","Wie funsjoniert ein PC","Wi funsjonirt die technik","Wi funsjonirt ein Snartbort","Wi funsjonirt kopfhörer","","","","","","","","","","","1","1","1","1","4","keine Antwort"
"348","2019-06-24 17:12:33","1","en","2019-06-24 17:11:42","2019-06-24 17:12:33","93.216.28.105","","GSWF120","b14","Wie Baut man einen aufreum Roboter?","Welche sachen Brauch mahn?","","","","","","","","","","","","","","1","2","4","4","2","Mädchen"
"349","2019-06-24 17:13:25","1","en","2019-06-24 17:12:34","2019-06-24 17:13:25","93.216.28.105","","GSWF120","b15","Wie baut mann ein Aufreumroboter?","Was für Sachen braucht man?","Wer hat die Hergestelt?","","","","","","","","","","","","","2","4","4","4","1","Mädchen"
"350","2019-06-24 17:14:25","1","en","2019-06-24 17:13:26","2019-06-24 17:14:25","93.216.28.105","","GSWF120","b16","Konnen sie mir erzählen was Informatik und Technik über haupt ist?","Wie lande gibt es schon Technik?","","","","","","","","","","","","","","2","3","4","3","1","Mädchen"
"351","2019-06-24 17:15:07","1","en","2019-06-24 17:14:26","2019-06-24 17:15:07","93.216.28.105","","GSWF120","b17","Wie sieht ein Roboter von inen aus?","Wie werden Handys her gestellt?","","","","","","","","","","","","","","1","3","2","1","4","Junge"
"352","2019-06-24 17:15:51","1","en","2019-06-24 17:15:08","2019-06-24 17:15:51","93.216.28.105","","GSWF120","b18","Wie sit das inere eines Handys aus und das Computer aus","","","","","","","","","","","","","","","1","2","1","2","4","Junge"
"353","2019-06-24 17:16:40","1","en","2019-06-24 17:15:52","2019-06-24 17:16:40","93.216.28.105","","GSWF120","b19","Wie lang dauert es einen Roboter zu bauen?","Wie fiele wertt vollenstoff sind in einem Handy?","","","","","","","","","","","","","","2","3","5","1","4","Junge"
"354","2019-06-24 17:17:24","1","en","2019-06-24 17:16:42","2019-06-24 17:17:24","93.216.28.105","","GSWF120","b20","Wie viel Gold ist in einem Handy?","Wielange Dauert es einen Roboter zu bauen?","","","","","","","","","","","","","","1","1","1","1","4","Mädchen"
"355","2019-06-24 17:18:50","1","en","2019-06-24 17:17:25","2019-06-24 17:18:50","93.216.28.105","","GSWF120","b21","Wie hast du das gelernt mit Technik um zu gehen?","Was kann mann den alles Bauen?","hast du schon mal was gebaut?","Kann man aus Technik Federtasche machen?","hast du schon mal ein Robotter gebaut?","","","","","","","","","","","1","5","3","4","5","Mädchen"
"356","2019-06-24 21:04:11","1","en","2019-06-24 21:02:55","2019-06-24 21:04:11","93.216.28.105","","GSWF120","2","Wie heißt der beste Hecker auf der Welt?","Wie viele Hecker gibt es in Amerika u. Europa?","","","","","","","","","","","","","","1","1","1","1","","Junge"
"357","2019-06-24 21:06:05","1","en","2019-06-24 21:04:13","2019-06-24 21:06:05","93.216.28.105","","GSWF120","3","Wie oft wurde Fifu 19 verkauft?","Seit wann gibt es Fifu?","Wie oft gibt es Media Markt?","Wie viele Hacker gibt es in Deutschland?","Wie oft wird Antolin pro Tag benutzt?","Wie viele benutzer hat Wikipedia?","Wieviele benutzer hat Facebook?","","","","","","","","","1","1","2","3","1","Junge"
"358","2019-06-24 21:07:07","1","en","2019-06-24 21:06:07","2019-06-24 21:07:07","93.216.28.105","","GSWF120","4","wie viele Handy spiele gibt es auf der Welt?","Wo gibt es den größten Roboter?","Was ist das beste Handy?","","","","","","","","","","","","","1","3","2","3","1","Junge"
"359","2019-06-24 21:07:58","1","en","2019-06-24 21:07:08","2019-06-24 21:07:58","93.216.28.105","","GSWF120","5","Wann garb es das erste Handy?","wie lange arbeitest du schon als experte fürs internet?","","","","","","","","","","","","","","2","2","3","3","3","keine Antwort"
"360","2019-06-24 21:09:08","1","en","2019-06-24 21:07:59","2019-06-24 21:09:08","93.216.28.105","","GSWF120","6","Woher weist du das alles?","Wann gab es das erste Händy?","Wie viele Computer gibt es in Deutschland?","Wie groß ist das größte Händy","","","","","","","","","","","","1","2","2","2","3","Mädchen"
"361","2019-06-24 21:09:50","1","en","2019-06-24 21:09:09","2019-06-24 21:09:50","93.216.28.105","","GSWF120","7","Wann wurde das erste Handy hergestellt?","Wie hieß der erste Roboter.","","","","","","","","","","","","","","1","2","2","3","2","Mädchen"
"362","2019-06-24 21:11:08","1","en","2019-06-24 21:09:51","2019-06-24 21:11:08","93.216.28.105","","GSWF120","8","Wann wurden info.internet.com routers, Teblets, Hendis Hergestelt.","","","","","","","","","","","","","","","1","3","1","3","","Junge"
"363","2019-06-24 21:12:20","1","en","2019-06-24 21:11:10","2019-06-24 21:12:20","93.216.28.105","","GSWF120","9","Wie schnell fungsioniert das Internet.","wie viele Internet seiten gibt es auf der ganzen welt.","wie lange dauert es ein robote zu bauen","","","","","","","","","","","","","1","4","3","4","1","Mädchen"
"364","2019-06-24 21:13:08","1","en","2019-06-24 21:12:22","2019-06-24 21:13:08","93.216.28.105","","GSWF120","10","Wie viele jahre gibt es Roboter?","Wie viele Menschen nutzen Internet?","Wie viele Häcker gibt es auf der Welt?","","","","","","","","","","","","","1","1","1","1","4","Junge"
"365","2019-06-24 21:13:59","1","en","2019-06-24 21:13:09","2019-06-24 21:13:59","93.216.28.105","","GSWF120","11","Wann gab es das erste Handy?","Wer hat das Internet erfunden?","Seid wann gibt es internet?","","","","","","","","","","","","","1","2","1","3","4","Junge"
"366","2019-06-24 21:16:55","1","en","2019-06-24 21:14:01","2019-06-24 21:16:55","93.216.28.105","","GSWF120","12","Wie viele Roboter gibt es auf der Welt?","","","","","","","","","","","","","","","2","3","3","3","2","Mädchen"
"367","2019-06-24 21:17:57","1","en","2019-06-24 21:16:59","2019-06-24 21:17:57","93.216.28.105","","GSWF120","13","Wie viele Websiten und Programme gibt es auf der Welt.","","","","","","","","","","","","","","","1","2","1","1","3","Junge"
"368","2019-06-24 21:18:42","1","en","2019-06-24 21:17:58","2019-06-24 21:18:42","93.216.28.105","","GSWF120","14","Was konnte das erste Handy?","Wie lande gibt es das Internet?","","","","","","","","","","","","","","1","2","1","3","2","Junge"
"369","2019-06-24 21:19:21","1","en","2019-06-24 21:18:43","2019-06-24 21:19:21","93.216.28.105","","GSWF120","15","Wann wurde das erstes Handy hergestelt worden?","","","","","","","","","","","","","","","1","1","2","1","3","Mädchen"
"370","2019-06-24 21:20:32","1","en","2019-06-24 21:19:48","2019-06-24 21:20:32","93.216.28.105","","GSWF120","16","Wann gab es das erste Hady?","Seid wie vielen Jahren gibt es Technik?","","","","","","","","","","","","","","1","1","1","2","3","Junge"
"371","2019-06-24 21:23:06","1","en","2019-06-24 21:20:37","2019-06-24 21:23:06","93.216.28.105","","GSWF120","17","Wann gab es die telefone oder handys?","Wie viele Internetnutzer giebt es?","","","","","","","","","","","","","","1","1","2","","5","Mädchen"
"372","2019-06-24 21:25:14","1","en","2019-06-24 21:23:16","2019-06-24 21:25:14","93.216.28.105","","GSWF120","18","Wie viele H spiele giebt es so auf dem Markt?","Wie viele Handys gibt es auf der Welt?","","","","","","","","","","","","","","4","1","1","2","3","Junge"
"373","2019-06-24 21:25:54","1","en","2019-06-24 21:25:15","2019-06-24 21:25:54","93.216.28.105","","GSWF120","19","Wie viele internet nutzer giebt es auf der Welt.","","","","","","","","","","","","","","","1","5","1","1","4","Junge"
"374","2019-06-24 21:29:37","1","en","2019-06-24 21:26:25","2019-06-24 21:29:37","93.216.28.105","","GSWF120","20","Wann gab es das erste Handy?","Seit wann gibt es Internet?","Seit wann gibt es blinde-Kuh?","","","","","","","","","","","","","3","3","3","5","2","Junge"
"375","2019-06-24 21:30:24","1","en","2019-06-24 21:29:38","2019-06-24 21:30:24","93.216.28.105","","GSWF120","21","Wann gab es das erste Handy?","Wie hieß das erste Handy?","Wie ist ein Computer entstanden?","","","","","","","","","","","","","1","3","1","5","1","Junge"
"376","2019-06-24 21:31:42","1","en","2019-06-24 21:30:25","2019-06-24 21:31:42","93.216.28.105","","GSWF120","1","Wie oft wurde Fortnite schon verkauft?","wer hat das Internet erfunden?","Wie viele Menschen benutzen da Internet?","Wie viele häcker gibt es auf der Welt?","Wie viel Kostet das teuerste Handy?","","","","","","","","","","","2","3","3","3","1","keine Antwort"
"377","","","en","2019-07-11 10:59:25","2019-07-11 10:59:25","10.18.7.148","","","","","","","","","","","","","","","","","","","","","","","",""
"378","2019-07-18 12:03:09","1","en","2019-07-18 12:00:39","2019-07-18 12:03:09","79.218.36.244","","GSWF114","1","Wie funktioniert ein Roboter?","Wer hat den Computer erfunden?","Warum sind Handys so klein?","Wer hat die erste Internetseite erfunden?","Warum kann das Kabel Strom leiten?","Warum waren Computer früher so groß?","","","","","","","","","","2","1","1","5","4","Junge"
"379","2019-07-18 12:04:01","1","en","2019-07-18 12:03:10","2019-07-18 12:04:01","79.218.36.244","","GSWF114","2","Was kann man alles mit einen Hand machen.","Was kann an allen mit einen Computer machen.","Wie baut man einen Roboter?","","","","","","","","","","","","","1","5","1","4","1","Mädchen"
"380","2019-07-18 12:04:36","1","en","2019-07-18 12:04:02","2019-07-18 12:04:36","79.218.36.244","","GSWF114","3","Was ist das beste Passwort?","","","","","","","","","","","","","","","2","3","1","4","1","Junge"
"381","2019-07-18 12:05:44","1","en","2019-07-18 12:04:39","2019-07-18 12:05:44","79.218.36.244","","GSWF114","4","Wie viel Kostet ein guter Roboter?","Kann einekünstliche Intelligens schon Leben retten? U.S.W.","","","","","","","","","","","","","","1","1","5","1","3","Junge"
"382","2019-07-18 12:07:03","1","en","2019-07-18 12:05:54","2019-07-18 12:07:03","79.218.36.244","","GSWF114","5","Wo hast du das gelernt","Kannst du mir was darüber sagen ","Abeitest du mit Computern","","","","","","","","","","","","","1","5","1","3","2","Junge"
"383","2019-07-18 12:08:32","1","en","2019-07-18 12:07:07","2019-07-18 12:08:32","79.218.36.244","","GSWF114","6","Wie lange hat es gedauert bis du das gelernt hast?","","","","","","","","","","","","","","","2","3","2","3","2","Mädchen"
"384","2019-07-18 12:09:36","1","en","2019-07-18 12:08:33","2019-07-18 12:09:36","79.218.36.244","","GSWF114","7","Wiso ist so ein Computer elektrisch?","","","","","","","","","","","","","","","1","1","1","5","4","Mädchen"
"385","2019-07-18 12:10:45","1","en","2019-07-18 12:09:38","2019-07-18 12:10:45","79.218.36.244","","GSWF114","8","Wie jedes einzelne Teil vom Caliope funktioniert. Ganz genau.","","","","","","","","","","","","","","","1","3","1","4","2","Junge"
"386","2019-07-18 12:11:47","1","en","2019-07-18 12:10:49","2019-07-18 12:11:47","79.218.36.244","","GSWF114","9","ich würde in Fragen stellen die ich noch nicht weiß.","","","","","","","","","","","","","","","1","3","2","5","5","Mädchen"
"387","2019-07-18 12:12:13","1","en","2019-07-18 12:11:49","2019-07-18 12:12:13","79.218.36.244","","GSWF114","10","","","","","","","","","","","","","","","","2","2","1","3","2","Junge"
"388","2019-07-18 12:13:13","1","en","2019-07-18 12:12:15","2019-07-18 12:13:13","79.218.36.244","","GSWF114","11","Wie viele Teile sind im Computer, hand, Roboter usw?","","","","","","","","","","","","","","","1","2","1","3","2","Mädchen"
"389","2019-07-18 12:14:25","1","en","2019-07-18 12:13:24","2019-07-18 12:14:25","79.218.36.244","","GSWF114","12","Wie wird ein Computer programmirt?","Wie werden Computer gebaut?","Wofür braucht man Computer eigentlich?","","","","","","","","","","","","","1","2","1","3","2","Mädchen"
"390","2019-07-18 12:18:04","1","en","2019-07-18 12:17:11","2019-07-18 12:18:04","79.218.36.244","","GSWF114","13","Wann haben Sie angefangen sich für Technik zu intreressieren","","","","","","","","","","","","","","","1","2","1","3","1","Mädchen"
"391","2019-07-18 12:18:28","1","en","2019-07-18 12:18:06","2019-07-18 12:18:28","79.218.36.244","","GSWF114","14","","","","","","","","","","","","","","","","2","3","3","4","2","Mädchen"
"392","2019-07-18 12:19:12","1","en","2019-07-18 12:18:30","2019-07-18 12:19:12","79.218.36.244","","GSWF114","15","Wie schwer ist das scherst Programm der Welt?","","","","","","","","","","","","","","","2","3","1","1","3","Junge"
"393","2019-07-18 12:19:48","1","en","2019-07-18 12:19:17","2019-07-18 12:19:48","79.218.36.244","","GSWF114","16","Wie ist das ein profi?","","","","","","","","","","","","","","","2","2","2","5","2","Junge"
"394","2019-07-18 12:21:10","1","en","2019-07-18 12:19:50","2019-07-18 12:21:10","79.218.36.244","","GSWF114","17","Wie fiel Jahre dauert es ein Computer ele baaen","","","","","","","","","","","","","","","1","1","1","1","4","Junge"
"395","2019-07-18 12:21:53","1","en","2019-07-18 12:21:14","2019-07-18 12:21:53","79.218.36.244","","GSWF114","18","Ist es sehr schwer etwas zu programieren","","","","","","","","","","","","","","","1","1","1","1","3","Junge"
"396","2019-07-18 12:22:36","1","en","2019-07-18 12:22:00","2019-07-18 12:22:36","79.218.36.244","","GSWF114","19","Wie sind Computer überhaupt entstanden?","","","","","","","","","","","","","","","1","3","3","3","1","Junge"
"397","2019-07-18 12:23:39","1","en","2019-07-18 12:22:38","2019-07-18 12:23:39","79.218.36.244","","GSWF114","20","wie Roboter programirt sind","wie Computer sich verendert haben","wie Handys sich verendert haben","wie Das Internet arbeitet","","","","","","","","","","","","1","2","1","5","5","Junge"
"398","2019-07-18 12:24:10","1","en","2019-07-18 12:23:42","2019-07-18 12:24:10","79.218.36.244","","GSWF114","21","Nichts!!!","","","","","","","","","","","","","","","5","3","5","5","5","Junge"
"399","","","en","2019-07-18 12:24:12","2019-07-18 12:24:12","79.218.36.244","","","","","","","","","","","","","","","","","","","","","","","",""
"400","2019-07-18 13:19:41","1","en","2019-07-18 13:19:41","2019-07-18 13:19:41","79.218.36.244","","GSWF118","1","Warum endert der Cailjope bei der Schrift nicht seine farbe?","","","","","","","","","","","","","","","3","4","3","4","2","Mädchen"
"401","2019-07-18 13:20:38","1","en","2019-07-18 13:19:42","2019-07-18 13:20:38","79.218.36.244","","GSWF118","2","Fragen habe ich keine. ","Aber ich will nochmal so ein Projekt.","","","","","","","","","","","","","","2","2","3","5","5","Junge"
"402","2019-07-18 13:21:53","1","en","2019-07-18 13:20:57","2019-07-18 13:21:53","79.218.36.244","","GSWF118","3","Wie baut mann einen Roboter?","","","","","","","","","","","","","","","1","2","1","2","3","Junge"
"403","2019-07-18 13:22:39","1","en","2019-07-18 13:21:54","2019-07-18 13:22:39","79.218.36.244","","GSWF118","4","Wie fongzunieren eigentlich Handjs, Internet usw?","","","","","","","","","","","","","","","1","3","2","2","4","Junge"
"404","2019-07-18 13:24:58","1","en","2019-07-18 13:22:40","2019-07-18 13:24:58","79.218.36.244","","GSWF118","5","Wie kann mann die Handys eslusw alls leptop benuzen aber alls computer","","","","","","","","","","","","","","","1","5","2","3","2","Junge"
"405","","","en","2019-07-18 13:26:22","2019-07-18 13:26:22","79.218.36.244","","","","","","","","","","","","","","","","","","","","","","","",""
"406","2019-07-19 11:05:03","1","en","2019-07-19 11:03:29","2019-07-19 11:05:03","79.218.36.244","","GSWF118","6","Wir tut man Handys ausernader machen wenn bei Handy die Schraube kaput ist?","","","","","","","","","","","","","","","2","2","2","1","4","Junge"
"407","2019-07-19 11:07:06","1","en","2019-07-19 11:05:06","2019-07-19 11:07:06","79.218.36.244","","GSWF118","7","Ich würde fragen wie das so ist wenn mann sich so gut mit Informatik, Technik, Computer, handy, Internet, Roboter usw. auskennt.","","","","","","","","","","","","","","","1","2","1","1","4","Mädchen"
"408","2019-07-19 11:08:15","1","en","2019-07-19 11:07:09","2019-07-19 11:08:15","79.218.36.244","","GSWF118","8","Ich würde was über Internet fragen.","Ich weiß jetzt nicht was.","","","","","","","","","","","","","","1","5","2","4","2","Mädchen"
"409","2019-07-19 11:10:19","1","en","2019-07-19 11:08:19","2019-07-19 11:10:19","79.218.36.244","","GSWF118","9","Was können Roboter alles tun.","","","","","","","","","","","","","","","1","5","4","4","1","Junge"
"410","2019-07-19 11:11:20","1","en","2019-07-19 11:10:21","2019-07-19 11:11:20","79.218.36.244","","GSWF118","10","Was können wir alles tun?","","","","","","","","","","","","","","","1","5","2","1","4","Junge"
"411","2019-07-19 11:11:54","1","en","2019-07-19 11:11:21","2019-07-19 11:11:54","79.218.36.244","","GSWF118","11","Wie kamm man ein Roboter herstellen?","","","","","","","","","","","","","","","1","2","4","2","3","Mädchen"
"412","2019-07-19 11:12:50","1","en","2019-07-19 11:12:08","2019-07-19 11:12:50","79.218.36.244","","GSWF118","12","Wid es einen waren einen meike robotar geben?","","","","","","","","","","","","","","","1","1","4","1","5","Mädchen"
"413","2019-07-19 11:15:33","1","en","2019-07-19 11:13:27","2019-07-19 11:15:33","79.218.36.244","","GSWF122","1","Wie kanm mann sachen boramiren.","Wie wir ter bima baun.","wie wer ber robota gebaut.","","","","","","","","","","","","","1","1","1","5","5","Junge"
"414","2019-07-19 11:17:43","1","en","2019-07-19 11:15:35","2019-07-19 11:17:43","79.218.36.244","","GSWF122","2","wimacha ma hendie","werche ebs sind hendie","wie geht ein atäbelt","wie geht ein lebtop","","","","","","","","","","","","1","4","4","5","1","Junge"
"415","2019-07-19 11:18:55","1","en","2019-07-19 11:17:45","2019-07-19 11:18:55","79.218.36.244","","GSWF122","3","Welche App ist am belieptesten.","welche App brauch am meisten speicherplatz.","wie fonksonirt Google.","","","","","","","","","","","","","1","1","5","1","4","Junge"
"416","2019-07-19 11:20:02","1","en","2019-07-19 11:18:57","2019-07-19 11:20:02","79.218.36.244","","GSWF122","4","Welche Apps machen süchtig?","Wie erstellt man eine App.","Wie baut man ein Tablet.","Wie kriegen die Handys einen wirus.","","","","","","","","","","","","1","3","1","1","4","Junge"
"417","2019-07-19 11:20:48","1","en","2019-07-19 11:20:04","2019-07-19 11:20:48","79.218.36.244","","GSWF122","5","Wie macht mann Computer und wie viele Apps machen süchtig.","Wie macht mann Handys","","","","","","","","","","","","","","1","1","1","1","4","Junge"
"418","2019-07-19 11:21:59","1","en","2019-07-19 11:20:50","2019-07-19 11:21:59","79.218.36.244","","GSWF122","6","Wie macht man Handys.","Weche abs sind die Besten.","Was ist das beste Handy.","Wie vile sorten gibes.","","","","","","","","","","","","1","1","1","4","1","Junge"
"419","2019-07-19 11:23:13","1","en","2019-07-19 11:22:18","2019-07-19 11:23:13","79.218.36.244","","GSWF122","7","Wie lange halten Hendys?","Wie lange halten Kabels?","Wie oft Platzen Kabels?","","","","","","","","","","","","","1","2","","4","4","Mädchen"
"420","2019-07-19 11:24:42","1","en","2019-07-19 11:23:15","2019-07-19 11:24:42","79.218.36.244","","GSWF122","8","Wo raus besteht ein Handy?","Welche Eps machen süchtig?","Was ist ist das beliepteste Handy spiel?","Wie fungsioniert die technik auf dem Laptop?","Wie baut mann ein Handy zusammen?","","","","","","","","","","","1","1","2","5","5","Mädchen"
"421","2019-07-19 11:26:41","1","en","2019-07-19 11:25:07","2019-07-19 11:26:41","79.218.36.244","","GSWF122","9","Wie macht man Äbelhändy","Was ist die Beliebteste Ab","Wie macht man Computer","","","","","","","","","","","","","1","1","1","2","3","Junge"
"422","2019-07-19 11:28:37","1","en","2019-07-19 11:26:42","2019-07-19 11:28:37","79.218.36.244","","GSWF122","10","Wie lange dauert ein Händy zu machen?","Gibt es noch ganz alte Händys?","Die belibesten Hädy auf der ganze Welt?","Wie fungsoniren stromkabel?","Wie viele Hädys auf der ganze Welt?","","","","","","","","","","","1","1","2","2","4","Mädchen"
"423","2019-07-19 11:30:37","1","en","2019-07-19 11:28:38","2019-07-19 11:30:37","79.218.36.244","","GSWF122"," 11","Was man alles mit dem Internet fungsonirt?","Wie lange kann man Smartfons benutsen?","Wie baut man Smartfons?","Wie lang sind die längsten Kabels?","","","","","","","","","","","","5","5","1","2","3","Mädchen"
"424","2019-07-19 11:32:59","1","en","2019-07-19 11:30:47","2019-07-19 11:32:59","79.218.36.244","","GSWF122","12","Wie lange halten Handys?","Welche Apps machen süchtig?","Welche Apps sind die beliebtesten?","Was sind eigentklich Tablets?","Wie gehen Kabels kapput?","Wie lange darf man mindestens Tablet, Handy oder Computer gucken?","Wie lange halten Kabel?","","","","","","","","","5","2","2","3","2","Mädchen"
"425","2019-07-19 11:34:03","1","en","2019-07-19 11:33:01","2019-07-19 11:34:03","79.218.36.244","","GSWF122","13","Wie kann mann Händys selber mchen.","Welche App ist am beliebesten.","","","","","","","","","","","","","","5","3","2","5","5","Mädchen"
"426","2019-07-19 11:35:11","1","en","2019-07-19 11:34:05","2019-07-19 11:35:11","79.218.36.244","","GSWF122","14","Wie macht man Handy´s.","Was ist die beliebteste App.","Was ist die beliebteste Computer Marke.","","","","","","","","","","","","","5","2","1","5","5","Mädchen"
"427","2019-07-19 11:36:19","1","en","2019-07-19 11:35:13","2019-07-19 11:36:19","79.218.36.244","","GSWF122","15","Wie fontzjonirt die Technik?","Wie baut man die Geräte?","Wie funkoinirt die Welt?","","","","","","","","","","","","","1","1","1","4","4","Junge"
"428","2019-07-19 11:38:19","1","en","2019-07-19 11:36:47","2019-07-19 11:38:19","79.218.36.244","","GSWF122","16","Wie kann man Handys herstllen?","Wie kann man eine Roboter bauen?","Wie kann man die sachen herstellen?","Wie funkzunirt die Weld.","","","","","","","","","","","","2","1","1","5","3","Mädchen"
"429","2019-07-19 11:39:19","1","en","2019-07-19 11:38:21","2019-07-19 11:39:19","79.218.36.244","","GSWF122","17","Wie macht mann Handys.","Wie programirt mann sachen. ","Was ist die belibteste","","","","","","","","","","","","","1","2","2","1","3","Mädchen"
"430","2019-07-19 11:42:42","1","en","2019-07-19 11:40:50","2019-07-19 11:42:42","79.218.36.244","","GSWF117","1","Was in der nächtsen Weiterentwicklung speziell weiter entwichelt wird?","Wann gibt es einen Roboter der alle arbeiten im Haus übernimmt z.B Kochen, Spülmaschine einräumen, einkaufen, putzen usw übernimmt?","Wann es ein teleportierer gibt?","","","","","","","","","","","","","1","1","2","3","2","Mädchen"
"431","2019-07-19 11:53:13","1","en","2019-07-19 11:51:46","2019-07-19 11:53:13","79.218.36.244","","GSWF117","2","Was ist ein Roboter?","Wie wurde ein Roboter gemacht","Wie wurde das Internet erschaffen/gemacht?","Was ist Technik?Was ist Informatik?","Wie wurde ein Handy gemacht?","","","","","","","","","","","1","3","2","1","4","Junge"
"432","2019-07-19 11:54:23","1","en","2019-07-19 11:53:15","2019-07-19 11:54:23","79.218.36.244","","GSWF117","3","Wie ist ein Roboter aufgebaut?","Wie ist ein Handy augebaut?","Wie ist einBormaschine aufgebaut?","","","","","","","","","","","","","1","2","1","3","1","Junge"
